,prices,market_caps,total_volumes
1754,"[1518998400000, 8472.63392611578]","[1518998400000, 142958328603.65524]","[1518998400000, 3816578380.342648]"
1755,"[1519084800000, 8953.04326918952]","[1519084800000, 151082264951.92892]","[1519084800000, 2811095471.249379]"
1756,"[1519171200000, 9323.86134356899]","[1519171200000, 157355777640.47717]","[1519171200000, 3425084665.08423]"
1757,"[1519257600000, 8089.55064736539]","[1519257600000, 136557981403.88725]","[1519257600000, 3710606647.5766807]"
1758,"[1519344000000, 8133.5016650694]","[1519344000000, 137299608232.62027]","[1519344000000, 3750285446.6583643]"
1759,"[1519430400000, 8378.21288296471]","[1519430400000, 141446226273.2621]","[1519430400000, 3260775954.8931346]"
1760,"[1519516800000, 7924.05946947958]","[1519516800000, 133792292389.24771]","[1519516800000, 2818534805.2172737]"
1761,"[1519603200000, 7891.86666198219]","[1519603200000, 133266006387.56226]","[1519603200000, 2232329893.584076]"
1762,"[1519689600000, 8411.28726650357]","[1519689600000, 142051392267.43112]","[1519689600000, 2962060782.6285167]"
1763,"[1519776000000, 8751.71222585105]","[1519776000000, 147818493650.42175]","[1519776000000, 2776943228.519248]"
1764,"[1519862400000, 8485.22748328728]","[1519862400000, 143334796085.24664]","[1519862400000, 2609749010.2023687]"
1765,"[1519948800000, 8851.57755543795]","[1519948800000, 149540542826.5187]","[1519948800000, 2357392971.3976483]"
1766,"[1520035200000, 9009.5844130872]","[1520035200000, 152227397796.19626]","[1520035200000, 2461006778.9407806]"
1767,"[1520121600000, 9218.72101182167]","[1520121600000, 155781976238.84476]","[1520121600000, 2451148551.358475]"
1768,"[1520208000000, 9148.76535315098]","[1520208000000, 154616650378.72366]","[1520208000000, 2091506739.5870843]"
1769,"[1520294400000, 9341.71463358423]","[1520294400000, 157895295536.90152]","[1520294400000, 2183337772.7974615]"
1770,"[1520380800000, 8641.67964139834]","[1520380800000, 146080032868.1527]","[1520380800000, 2915072641.3891864]"
1771,"[1520467200000, 8055.04423298525]","[1520467200000, 136179882720.01437]","[1520467200000, 3944498165.402897]"
1772,"[1520553600000, 7654.74606514502]","[1520553600000, 129427495169.68292]","[1520553600000, 3272989354.8161144]"
1773,"[1520640000000, 7537.1448845156]","[1520640000000, 127452645157.03107]","[1520640000000, 4449708178.964103]"
1774,"[1520726400000, 7223.9440470023]","[1520726400000, 122169261227.01736]","[1520726400000, 2649516975.6819167]"
1775,"[1520812800000, 7725.9597801293]","[1520812800000, 130672827592.22241]","[1520812800000, 3148561593.0895586]"
1776,"[1520899200000, 7482.87729793053]","[1520899200000, 126577733364.73857]","[1520899200000, 3257895669.6988645]"
1777,"[1520985600000, 7436.58843147658]","[1520985600000, 125809317687.40936]","[1520985600000, 2928141874.295182]"
1778,"[1521072000000, 6715.99966829721]","[1521072000000, 113630765379.78383]","[1521072000000, 3250113042.533625]"
1779,"[1521158400000, 6793.38866608186]","[1521158400000, 114951608957.63776]","[1521158400000, 3715036297.3568287]"
1780,"[1521244800000, 6928.93923548732]","[1521244800000, 117258958352.59457]","[1521244800000, 2497402319.9681582]"
1781,"[1521331200000, 6557.60833049275]","[1521331200000, 110987107864.26497]","[1521331200000, 2107874775.8889182]"
1782,"[1521417600000, 6691.62454658436]","[1521417600000, 113268626828.19247]","[1521417600000, 3526355450.7572913]"
1783,"[1521504000000, 7001.8551815185]","[1521504000000, 118533706182.40854]","[1521504000000, 3465392390.3546157]"
1784,"[1521590400000, 7289.28454437713]","[1521590400000, 123411049746.4634]","[1521590400000, 2902626315.6318703]"
1785,"[1521676800000, 7265.57178041597]","[1521676800000, 123023109883.6932]","[1521676800000, 2495600667.741211]"
1786,"[1521763200000, 7087.48031903868]","[1521763200000, 120020277657.64088]","[1521763200000, 2378352006.862109]"
1787,"[1521849600000, 7139.93393722785]","[1521849600000, 120920314675.75499]","[1521849600000, 2327821205.7026286]"
1788,"[1521936000000, 6977.09733617428]","[1521936000000, 118176155978.35251]","[1521936000000, 1978229761.2893023]"
1789,"[1522022400000, 6861.67710530826]","[1522022400000, 116233379325.36926]","[1522022400000, 1672009767.1807818]"
1790,"[1522108800000, 6571.81270965822]","[1522108800000, 111335050658.1328]","[1522108800000, 2385917221.844465]"
1791,"[1522195200000, 6316.61909598089]","[1522195200000, 107023740667.02342]","[1522195200000, 2138531116.4294379]"
1792,"[1522281600000, 6444.42456248507]","[1522281600000, 109200368212.56207]","[1522281600000, 1652576715.7133386]"
1793,"[1522368000000, 5793.15377243992]","[1522368000000, 98175343039.7858]","[1522368000000, 2991511888.8968334]"
1794,"[1522454400000, 5594.0986527668]","[1522454400000, 94813606080.13042]","[1522454400000, 3458567142.674777]"
1795,"[1522540800000, 5657.63883192693]","[1522540800000, 95899524138.63583]","[1522540800000, 2080511388.1101491]"
1796,"[1522627200000, 5551.80947268954]","[1522627200000, 94116977912.24628]","[1522627200000, 2151712211.098274]"
1797,"[1522713600000, 5759.3883871942]","[1522713600000, 97646974471.84534]","[1522713600000, 1832942540.2548218]"
1798,"[1522800000000, 6079.49410793449]","[1522800000000, 103086558833.06238]","[1522800000000, 2249631706.9614053]"
1799,"[1522886400000, 5572.17619541834]","[1522886400000, 94494496270.35796]","[1522886400000, 2071043118.1458385]"
1800,"[1522972800000, 5596.90387792705]","[1522972800000, 94925028918.2092]","[1522972800000, 2097360402.478603]"
1801,"[1523059200000, 5394.61295126494]","[1523059200000, 91503290014.03214]","[1523059200000, 1497807230.8339138]"
1802,"[1523145600000, 5602.72526343649]","[1523145600000, 95045679078.56088]","[1523145600000, 1510790426.8250172]"
1803,"[1523232000000, 5693.0803046604]","[1523232000000, 96590081391.93689]","[1523232000000, 1152172233.7480333]"
1804,"[1523318400000, 5500.64423174426]","[1523318400000, 93335206356.4482]","[1523318400000, 1978102318.2336202]"
1805,"[1523404800000, 5523.63314006776]","[1523404800000, 93729978390.49582]","[1523404800000, 1254110396.3109913]"
1806,"[1523491200000, 5597.28293886394]","[1523491200000, 94997785698.76614]","[1523491200000, 1282702362.72653]"
1807,"[1523577600000, 6356.18780219974]","[1523577600000, 107890249563.9285]","[1523577600000, 4039610893.740339]"
1808,"[1523664000000, 6358.19810162186]","[1523664000000, 107937088883.03778]","[1523664000000, 3168905122.4913177]"
1809,"[1523750400000, 6400.31223196737]","[1523750400000, 108663701035.31302]","[1523750400000, 1859619948.9100735]"
1810,"[1523836800000, 6696.69782404869]","[1523836800000, 113708757130.22755]","[1523836800000, 1906240916.7507591]"
1811,"[1523923200000, 6485.52179498165]","[1523923200000, 110134614739.92192]","[1523923200000, 2224137801.873758]"
1812,"[1524009600000, 6363.61394470406]","[1524009600000, 108077232881.6245]","[1524009600000, 2013543940.9088027]"
1813,"[1524096000000, 6541.30498157467]","[1524096000000, 111107989895.03471]","[1524096000000, 1879785773.6585207]"
1814,"[1524182400000, 6705.43842441534]","[1524182400000, 113911230239.42584]","[1524182400000, 1962045881.240303]"
1815,"[1524268800000, 6903.040810828]","[1524268800000, 117279639844.09258]","[1524268800000, 2404874625.6504803]"
1816,"[1524355200000, 7214.42435732407]","[1524355200000, 122584612909.90767]","[1524355200000, 2612285440.135602]"
1817,"[1524441600000, 7144.69283076301]","[1524441600000, 121414052088.8543]","[1524441600000, 2039636929.1961715]"
1818,"[1524528000000, 7273.93085699255]","[1524528000000, 123624273728.28831]","[1524528000000, 1806320692.0629444]"
1819,"[1524614400000, 7939.90733712086]","[1524614400000, 134958376465.0284]","[1524614400000, 3594023213.4171634]"
1820,"[1524700800000, 7251.00700411944]","[1524700800000, 123260230613.37657]","[1524700800000, 4538191089.17006]"
1821,"[1524787200000, 7615.78749074409]","[1524787200000, 129474380967.40474]","[1524787200000, 3177502008.4089355]"
1822,"[1524873600000, 7360.43697012608]","[1524873600000, 125146013595.49294]","[1524873600000, 2337571793.063059]"
1823,"[1524960000000, 7615.05969381546]","[1524960000000, 129487708673.30849]","[1524960000000, 2475198027.930739]"
1824,"[1525046400000, 7693.29875384611]","[1525046400000, 130833200270.25117]","[1525046400000, 2332628052.913719]"
1825,"[1525132800000, 7612.81716060281]","[1525132800000, 129479266262.19655]","[1525132800000, 2076311653.1252408]"
1826,"[1525219200000, 7526.05040442131]","[1525219200000, 128017831389.29112]","[1525219200000, 2219248454.4363985]"
1827,"[1525305600000, 7634.62059013229]","[1525305600000, 129878539305.14482]","[1525305600000, 1824042234.5919774]"
1828,"[1525392000000, 7966.85973747061]","[1525392000000, 135544662088.75995]","[1525392000000, 1024412537.1323432]"
1829,"[1525478400000, 8049.31947896192]","[1525478400000, 136962591895.31563]","[1525478400000, 2252413124.9474]"
1830,"[1525564800000, 8157.91004488511]","[1525564800000, 138826312344.99728]","[1525564800000, 2186852224.0586457]"
1831,"[1525651200000, 8014.94402140407]","[1525651200000, 136407334168.27855]","[1525651200000, 2196459870.8872833]"
1832,"[1525737600000, 7800.11200145932]","[1525737600000, 132765316371.23901]","[1525737600000, 2318754178.822319]"
1833,"[1525824000000, 7709.75885644101]","[1525824000000, 131241197346.61607]","[1525824000000, 2068852622.8342311]"
1834,"[1525910400000, 7807.75963986333]","[1525910400000, 132924859233.89691]","[1525910400000, 1995500385.724974]"
1835,"[1525996800000, 7528.16597938797]","[1525996800000, 128179823681.24515]","[1525996800000, 1980330732.8724847]"
1836,"[1526083200000, 7029.57029903912]","[1526083200000, 119701189060.199]","[1526083200000, 3116116819.640486]"
1837,"[1526169600000, 7090.48604377296]","[1526169600000, 120753189557.09917]","[1526169600000, 2504873150.644373]"
1838,"[1526256000000, 7264.6060262116]","[1526256000000, 123731677914.18925]","[1526256000000, 1910116614.9856431]"
1839,"[1526342400000, 7288.91651869781]","[1526342400000, 124158128419.10773]","[1526342400000, 2634342741.732278]"
1840,"[1526428800000, 7164.91957071274]","[1526428800000, 122058882961.82323]","[1526428800000, 2186881837.705486]"
1841,"[1526515200000, 7060.76184574524]","[1526515200000, 120300462461.71883]","[1526515200000, 2346702149.5880136]"
1842,"[1526601600000, 6832.05675059129]","[1526601600000, 116415083787.80006]","[1526601600000, 1843399639.6509635]"
1843,"[1526688000000, 6957.71854063622]","[1526688000000, 118568826402.13002]","[1526688000000, 1804916895.2104285]"
1844,"[1526774400000, 6938.31699218853]","[1526774400000, 118251471077.11716]","[1526774400000, 1418388542.7816427]"
1845,"[1526860800000, 7175.28519522483]","[1526860800000, 122303719166.67897]","[1526860800000, 1411446066.384835]"
1846,"[1526947200000, 7086.85828205926]","[1526947200000, 120809850305.72125]","[1526947200000, 1451892979.746428]"
1847,"[1527033600000, 6794.13659491322]","[1527033600000, 115833064953.26062]","[1527033600000, 1607519120.2582593]"
1848,"[1527120000000, 6452.84454222493]","[1527120000000, 110027529723.61179]","[1527120000000, 2371624251.294303]"
1849,"[1527206400000, 6451.96593349015]","[1527206400000, 110024084670.62083]","[1527206400000, 2220429012.460547]"
1850,"[1527292800000, 6410.17346981421]","[1527292800000, 109325264941.0895]","[1527292800000, 1680759437.6582727]"
1851,"[1527379200000, 6287.36572071972]","[1527379200000, 107243515362.56189]","[1527379200000, 1106239064.0235393]"
1852,"[1527465600000, 6268.65457528505]","[1527465600000, 106937448548.88081]","[1527465600000, 1067123709.6997052]"
1853,"[1527552000000, 6114.68016908306]","[1527552000000, 104322784607.89235]","[1527552000000, 1522586460.7316766]"
1854,"[1527638400000, 6458.39158435388]","[1527638400000, 110197675587.05396]","[1527638400000, 1927881268.5096383]"
1855,"[1527724800000, 6325.93596797257]","[1527724800000, 107951780996.6535]","[1527724800000, 1519102133.7673252]"
1856,"[1527811200000, 6378.50988363779]","[1527811200000, 108862028184.04616]","[1527811200000, 1466223286.0109956]"
1857,"[1527897600000, 6416.49926375224]","[1527897600000, 109523784168.42293]","[1527897600000, 1403742737.1252234]"
1858,"[1527984000000, 6485.9791236006]","[1527984000000, 110722149618.98584]","[1527984000000, 1312389717.0097127]"
1859,"[1528070400000, 6548.98105963373]","[1528070400000, 111811159667.95236]","[1528070400000, 1228189395.3331354]"
1860,"[1528156800000, 6379.64867130206]","[1528156800000, 108934651004.0849]","[1528156800000, 1404791880.818819]"
1861,"[1528243200000, 6453.97486533886]","[1528243200000, 110217917112.19601]","[1528243200000, 1495619289.7222219]"
1862,"[1528329600000, 6455.7747382787]","[1528329600000, 110260513745.51718]","[1528329600000, 1326457663.1610806]"
1863,"[1528416000000, 6456.07208560492]","[1528416000000, 110277135705.03047]","[1528416000000, 1237911713.7605624]"
1864,"[1528502400000, 6418.37145609124]","[1528502400000, 109644795686.29132]","[1528502400000, 1156185605.6423326]"
1865,"[1528588800000, 6296.97488572712]","[1528588800000, 107582317242.62505]","[1528588800000, 936064716.6082524]"
1866,"[1528675200000, 5742.16240514467]","[1528675200000, 98112596611.14363]","[1528675200000, 2366015032.9376726]"
1867,"[1528761600000, 5843.24934695296]","[1528761600000, 99849737003.19952]","[1528761600000, 1676036197.1622517]"
1868,"[1528848000000, 5602.55736688324]","[1528848000000, 95747212374.98628]","[1528848000000, 1754155342.6347086]"
1869,"[1528934400000, 5365.95089087565]","[1528934400000, 91712954544.0348]","[1528934400000, 2178125979.846786]"
1870,"[1529020800000, 5745.77635313867]","[1529020800000, 98216215263.73624]","[1529020800000, 2035689314.8953977]"
1871,"[1529107200000, 5513.5059425968]","[1529107200000, 94256278679.31216]","[1529107200000, 1498039500.8110795]"
1872,"[1529193600000, 5575.47462000085]","[1529193600000, 95327234862.92653]","[1529193600000, 1124463167.019624]"
1873,"[1529280000000, 5537.78581292838]","[1529280000000, 94693783842.1048]","[1529280000000, 966944528.1461037]"
1874,"[1529366400000, 5739.10624613371]","[1529366400000, 98147899378.88025]","[1529366400000, 1504379492.736179]"
1875,"[1529452800000, 5787.70727130613]","[1529452800000, 98990265459.95343]","[1529452800000, 1423011781.4254093]"
1876,"[1529539200000, 5799.5820908903]","[1529539200000, 99204531071.60457]","[1529539200000, 1404831282.8262327]"
1877,"[1529625600000, 5764.79421849685]","[1529625600000, 98621649452.50125]","[1529625600000, 1206388104.8733795]"
1878,"[1529712000000, 5218.85631194245]","[1529712000000, 89291891597.77155]","[1529712000000, 2513530956.5954328]"
1879,"[1529798400000, 5288.16399790537]","[1529798400000, 90488418250.15775]","[1529798400000, 1402042075.8332822]"
1880,"[1529884800000, 5281.93659926409]","[1529884800000, 90393214281.9959]","[1529884800000, 2102618960.3093638]"
1881,"[1529971200000, 5333.72214263943]","[1529971200000, 91289652023.11801]","[1529971200000, 3697451822.5950418]"
1882,"[1530057600000, 5210.1479899741]","[1530057600000, 89184317457.28241]","[1530057600000, 2787975363.4326215]"
1883,"[1530144000000, 5290.6737269739]","[1530144000000, 90570710219.6214]","[1530144000000, 1779307513.0027018]"
1884,"[1530230400000, 5084.69106567308]","[1530230400000, 87054548282.57503]","[1530230400000, 1667505691.5729043]"
1885,"[1530316800000, 5283.29479420747]","[1530316800000, 90464668019.88582]","[1530316800000, 2001124061.7389095]"
1886,"[1530403200000, 5440.17379498813]","[1530403200000, 93160528160.96397]","[1530403200000, 1783206917.721991]"
1887,"[1530489600000, 5406.72684365228]","[1530489600000, 92597631446.95532]","[1530489600000, 2228325484.964397]"
1888,"[1530576000000, 5665.52237732399]","[1530576000000, 97040058745.22133]","[1530576000000, 2914149187.490532]"
1889,"[1530662400000, 5573.1992541619]","[1530662400000, 95466813274.07304]","[1530662400000, 2585018295.977301]"
1890,"[1530748800000, 5626.72011208594]","[1530748800000, 96392957108.8164]","[1530748800000, 2668127847.225609]"
1891,"[1530835200000, 5590.10187002119]","[1530835200000, 95775142667.74873]","[1530835200000, 2834592171.5937276]"
1892,"[1530921600000, 5618.14916708082]","[1530921600000, 96267053395.71985]","[1530921600000, 4034649955.7044973]"
1893,"[1531008000000, 5751.33614300569]","[1531008000000, 98560141365.10793]","[1531008000000, 5145638832.241187]"
1894,"[1531094400000, 5701.72484374144]","[1531094400000, 97721434467.52126]","[1531094400000, 4267523952.793786]"
1895,"[1531180800000, 5655.7518353565065]","[1531180800000, 96943047778.13376]","[1531180800000, 4463193158.0219]"
